id,display_name,kept_personal,added_personal,final_personal,added_corporate,final_corporate,max_personal_score,max_corporate_score
dod_props_furniture_piano_bench,Piano Bench,comforting domestic intimate nostalgic,,comforting domestic intimate nostalgic,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame1,Picture Frame1,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame10,Picture Frame10,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame11,Picture Frame11,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame12,Picture Frame12,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame2,Picture Frame2,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame3,Picture Frame3,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame4,Picture Frame4,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame5,Picture Frame5,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame6,Picture Frame6,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame7,Picture Frame7,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame8,Picture Frame8,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_picture_frame9,Picture Frame9,comforting domestic nostalgic personal,,comforting domestic nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_shelf1,Shelf1,comforting domestic nostalgic,,comforting domestic nostalgic,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_sink1,Sink1,comforting domestic intimate mundane,,comforting domestic intimate mundane,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_table1,Table1,comforting domestic mundane,,comforting domestic mundane,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_table2,Table2,comforting domestic mundane,,comforting domestic mundane,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_furniture_toilet1,Toilet1,comforting domestic intimate mundane,,comforting domestic intimate mundane,broad_appeal,broad_appeal,0.0000,0.5500
dod_props_lab_lockerdoorleft,Lockerdoorleft,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
dod_props_lab_lockerdoorright,Lockerdoorright,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
dod_props_lab_lockers,Lockers,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_items_357ammo,357Ammo,mundane personal,warm,mundane personal warm,broad_appeal,broad_appeal,0.4500,0.5500
hl2_items_357ammobox,357Ammobox,abandoned mundane personal,warm,abandoned mundane personal warm,broad_appeal,broad_appeal,0.4500,0.5500
hl2_items_ammocrate_ar2,Ammocrate Ar2,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_ammocrate_buckshot,Ammocrate Buckshot,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_ammocrate_grenade,Ammocrate Grenade,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_ammocrate_pistol,Ammocrate Pistol,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_ammocrate_rockets,Ammocrate Rockets,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_ammocrate_smg1,Ammocrate Smg1,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_ammocrate_smg2,Ammocrate Smg2,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_ar2_grenade,Ar2 Grenade,mundane personal,,mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_battery,Battery,mundane personal,,mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_boxbuckshot,Boxbuckshot,abandoned mundane personal,warm,abandoned mundane personal warm,broad_appeal,broad_appeal,0.4500,0.5500
hl2_items_boxflares,Boxflares,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_boxmrounds,Boxmrounds,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_boxsniperrounds,Boxsniperrounds,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_boxsrounds,Boxsrounds,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_combine_rifle_ammo01,Combine Rifle Ammo01,mundane personal,,mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_combine_rifle_cartridge01,Combine Rifle Cartridge01,mundane personal,,mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_crossbowrounds,Crossbowrounds,mundane personal,,mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_flare,Flare,mundane personal,,mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_grenadeammo,Grenadeammo,mundane personal,,mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_healthkit,Healthkit,mundane personal,,mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_hevsuit,Hevsuit,mundane personal,warm,mundane personal warm,broad_appeal,broad_appeal,0.4500,0.5500
hl2_items_item_beacon_crate,Item Beacon Crate,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_item_item_crate,Item Item Crate,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_items_item_item_crate_dynamic,Item Item Crate Dynamic,abandoned mundane personal,,abandoned mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
hl2_props_lab_bewaredog,Bewaredog,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_bigrock,Bigrock,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_binderblue,Binderblue,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_bindergraylabel01b,Bindergraylabel01B,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_bindergreen,Bindergreen,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_box01b,Box01B,abandoned clinical institutional mundane,,abandoned clinical institutional mundane,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_cactus,Cactus,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_chess,Chess,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_cleaver,Cleaver,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_corkboard001,Corkboard001,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_corkboard002,Corkboard002,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_crematorcase,Crematorcase,clinical institutional,warm,clinical institutional warm,trend_aligned,trend_aligned,0.4500,0.5500
hl2_props_lab_crystalholder_claw,Crystalholder Claw,clinical institutional nostalgic,,clinical institutional nostalgic,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_crystalholder_crystal,Crystalholder Crystal,clinical institutional nostalgic,,clinical institutional nostalgic,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_dogobject_wood_crate001a_damagedmax,Dogobject Wood Crate001A Damagedmax,abandoned clinical institutional mundane,,abandoned clinical institutional mundane,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_eyescanner,Eyescanner,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_filecabinet02,Filecabinet02,clinical domestic institutional mundane,,clinical domestic institutional mundane,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_frame001a,Frame001A,clinical institutional nostalgic personal,,clinical institutional nostalgic personal,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_frame002a,Frame002A,clinical institutional nostalgic personal,,clinical institutional nostalgic personal,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_freightelevatorbutton,Freightelevatorbutton,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_harddrive01,Harddrive01,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_hev_case,Hev Case,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_hevplate,Hevplate,clinical institutional,warm,clinical institutional warm,trend_aligned,trend_aligned,0.4500,0.5500
hl2_props_lab_huladoll,Huladoll,childhood clinical institutional nostalgic personal,,childhood clinical institutional nostalgic personal,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_incubatorplug,Incubatorplug,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_jar01a,Jar01A,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_kennel,Kennel,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_keypad,Keypad,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_labpart,Labpart,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_labturret,Labturret,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_ladel,Ladel,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_lockerdoorsingle,Lockerdoorsingle,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_miniteleportarc,Miniteleportarc,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_mobileprojector,Mobileprojector,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_mobileprojector_beam,Mobileprojector Beam,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_monitor01a,Monitor01A,clinical institutional mundane nostalgic,,clinical institutional mundane nostalgic,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_monitor01b,Monitor01B,clinical institutional mundane nostalgic,,clinical institutional mundane nostalgic,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_partsbin01,Partsbin01,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_pipesystem03a,Pipesystem03A,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_pipesystem03d,Pipesystem03D,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_plotter,Plotter,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_power_cable001,Power Cable001,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_power_cable001a,Power Cable001A,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_reciever01a,Reciever01A,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_reciever01b,Reciever01B,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_reciever01c,Reciever01C,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_reciever01d,Reciever01D,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_rotato,Rotato,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_teleportgate,Teleportgate,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_teleportring,Teleportring,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_tpplug,Tpplug,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_tpplugholder,Tpplugholder,clinical institutional nostalgic,,clinical institutional nostalgic,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_tpplugholder_light,Tpplugholder Light,clinical institutional nostalgic,,clinical institutional nostalgic,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_tpplugholder_single,Tpplugholder Single,clinical institutional nostalgic,,clinical institutional nostalgic,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_tpswitch,Tpswitch,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
hl2_props_lab_walllight001a,Walllight001A,clinical institutional,,clinical institutional,trend_aligned,trend_aligned,0.0000,0.5500
l4d2_items_l4d_gift,L4D Gift,mundane personal,,mundane personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_furniture_conduit_bend_64,Conduit Bend 64,comforting domestic,,comforting domestic,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_furniture_hotel_chair,Hotel Chair,comforting domestic mundane,warm,comforting domestic mundane warm,broad_appeal,broad_appeal,0.4500,0.5500
l4d2_props_mall_cage_light_fixture,Cage Light Fixture,comforting intimate mundane public threatening,,comforting intimate mundane public threatening,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_cash_register,Cash Register,mundane public retail,,mundane public retail,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_dress_shirts,Clothing Dress Shirts,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_jeans,Clothing Jeans,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pants01,Clothing Pants01,comforting mundane public,,comforting mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pants02,Clothing Pants02,comforting mundane public,,comforting mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pants_draping01,Clothing Pants Draping01,comforting mundane public,,comforting mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pants_draping02,Clothing Pants Draping02,comforting mundane public,,comforting mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pants_draping03,Clothing Pants Draping03,comforting mundane public,,comforting mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pile01,Clothing Pile01,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pile02,Clothing Pile02,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pile03,Clothing Pile03,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pile04,Clothing Pile04,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pile05,Clothing Pile05,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pile06,Clothing Pile06,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_pile07,Clothing Pile07,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_shirts01,Clothing Shirts01,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_shirts02,Clothing Shirts02,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_shirts03,Clothing Shirts03,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_shirts_draping01,Clothing Shirts Draping01,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_clothing_tshirts,Clothing Tshirts,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_glass_rail_center,Glass Rail Center,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_glass_rail_end,Glass Rail End,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_glass_support_center,Glass Support Center,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_glass_support_left,Glass Support Left,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_glass_support_right,Glass Support Right,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
l4d2_props_mall_mall_bench,Mall Bench,mundane public,warm,mundane public warm,conversion_ready marketable,conversion_ready marketable,0.4500,1.0000
l4d2_props_mall_mall_bench2,Mall Bench2,mundane public,warm,mundane public warm,conversion_ready marketable,conversion_ready marketable,0.4500,1.0000
l4d2_props_mall_mall_counter_corner,Mall Counter Corner,mundane public retail,,mundane public retail,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
